rx_id,physician_id,drug_name,manufacturer,year,total_claims,total_day_supply,total_drug_cost_usd,received_payment,total_payment_usd
22614,NPI5141840526,Taltz,Eli Lilly,2023,258,9576,88155.43550195299,0,0.0
22615,NPI4111273275,Invega,Johnson & Johnson,2021,34,1700,15361.08426211849,0,0.0
22616,NPI4111273275,Invega,Johnson & Johnson,2022,33,1700,12045.914688300658,0,0.0
22617,NPI4111273275,Invega,Johnson & Johnson,2023,35,1700,12395.226132929181,0,0.0
22618,NPI4111273275,Otezla,Amgen,2021,250,15190,27443.409394456627,1,548.57
22619,NPI4111273275,Otezla,Amgen,2022,231,15190,27975.658528804495,1,548.57
22620,NPI4111273275,Otezla,Amgen,2023,248,15190,36662.92923636772,1,548.57
22621,NPI7286924024,Trulicity,Eli Lilly,2021,141,11169,86511.72534835512,1,802.75
22622,NPI7286924024,Trulicity,Eli Lilly,2022,171,11169,93116.839648016,1,802.75
22623,NPI7286924024,Trulicity,Eli Lilly,2023,170,11169,97629.36317433762,1,802.75
22624,NPI7286924024,Gardasil,Merck,2021,163,5307,37357.90590857523,1,10890.71
22625,NPI7286924024,Gardasil,Merck,2022,163,5307,46579.21478791815,1,10890.71
22626,NPI7286924024,Gardasil,Merck,2023,162,5307,41061.68242300823,1,10890.71
22627,NPI7286924024,Xarelto,Johnson & Johnson,2021,68,2318,14938.399219961631,0,0.0
22628,NPI7286924024,Xarelto,Johnson & Johnson,2022,69,2318,13730.735543793115,0,0.0
22629,NPI7286924024,Xarelto,Johnson & Johnson,2023,59,2318,15253.674915231597,0,0.0
22630,NPI7286924024,Ofev,Boehringer Ingelheim,2021,19,1155,7947.618940707814,0,0.0
22631,NPI7286924024,Ofev,Boehringer Ingelheim,2022,18,1155,8473.316579939563,0,0.0
22632,NPI7286924024,Ofev,Boehringer Ingelheim,2023,17,1155,7798.160294331336,0,0.0
22633,NPI9828828468,Humira,AbbVie,2021,664,45625,147577.58555622416,0,0.0
22634,NPI9828828468,Humira,AbbVie,2022,654,45625,153034.9832402953,0,0.0
22635,NPI9828828468,Humira,AbbVie,2023,598,45625,152157.71918116923,0,0.0
22636,NPI9828828468,Lyrica,Pfizer,2021,17,1602,8613.21880998681,0,0.0
22637,NPI9828828468,Lyrica,Pfizer,2022,15,1602,10479.412348449228,0,0.0
22638,NPI9828828468,Lyrica,Pfizer,2023,19,1602,10286.325862887103,0,0.0
22639,NPI4822819241,Taltz,Eli Lilly,2021,224,10481,45110.95650328791,0,0.0
22640,NPI4822819241,Taltz,Eli Lilly,2022,199,10481,46008.220475140864,0,0.0
22641,NPI4822819241,Taltz,Eli Lilly,2023,256,10481,50689.663506044104,0,0.0
22642,NPI4822819241,Lyrica,Pfizer,2021,39,1118,2096.2608960130788,0,0.0
22643,NPI4822819241,Lyrica,Pfizer,2022,44,1118,2245.771741393908,0,0.0
22644,NPI4822819241,Lyrica,Pfizer,2023,46,1118,2221.8270089396665,0,0.0
22645,NPI4822819241,Cosentyx,Novartis,2021,29,810,4016.0056988609485,0,0.0
22646,NPI4822819241,Cosentyx,Novartis,2022,32,810,4655.3654675848775,0,0.0
22647,NPI4822819241,Cosentyx,Novartis,2023,30,810,4319.430209904697,0,0.0
22648,NPI4822819241,Keytruda,Merck,2021,31,2952,17205.395757906714,0,0.0
22649,NPI4822819241,Keytruda,Merck,2022,39,2952,14840.835923017601,0,0.0
22650,NPI4822819241,Keytruda,Merck,2023,40,2952,16704.58462232419,0,0.0
22651,NPI4529846835,Imbruvica,AbbVie,2021,40,2322,25619.170979439292,0,0.0
22652,NPI4529846835,Imbruvica,AbbVie,2022,43,2322,28062.95557318139,0,0.0
22653,NPI4529846835,Imbruvica,AbbVie,2023,39,2322,26448.55862396784,0,0.0
22654,NPI4529846835,Januvia,Merck,2021,47,2835,25056.08538663587,0,0.0
22655,NPI4529846835,Januvia,Merck,2022,46,2835,22403.986541272923,0,0.0
22656,NPI4529846835,Januvia,Merck,2023,41,2835,25238.94124147312,0,0.0
22657,NPI4529846835,Taltz,Eli Lilly,2021,129,7316,87936.01474797158,0,0.0
22658,NPI4529846835,Taltz,Eli Lilly,2022,126,7316,79199.76265502987,0,0.0
22659,NPI4529846835,Taltz,Eli Lilly,2023,115,7316,81040.86138045031,0,0.0
22660,NPI4853021250,Cosentyx,Novartis,2021,378,30400,384635.0996295057,0,0.0
22661,NPI4853021250,Cosentyx,Novartis,2022,361,30400,299099.60869643354,0,0.0
22662,NPI4853021250,Cosentyx,Novartis,2023,362,30400,389747.3098788753,0,0.0
22663,NPI4853021250,Revlimid,Bristol-Myers Squibb,2021,262,10584,97202.02478280531,0,0.0
22664,NPI4853021250,Revlimid,Bristol-Myers Squibb,2022,290,10584,98076.19002548106,0,0.0
22665,NPI4853021250,Revlimid,Bristol-Myers Squibb,2023,271,10584,74371.30052314012,0,0.0
22666,NPI4853021250,Opdivo,Bristol-Myers Squibb,2021,49,1104,3517.4438684972065,0,0.0
22667,NPI4853021250,Opdivo,Bristol-Myers Squibb,2022,41,1104,3595.652597474353,0,0.0
22668,NPI4853021250,Opdivo,Bristol-Myers Squibb,2023,47,1104,4217.240034615254,0,0.0
22669,NPI4853021250,Otezla,Amgen,2021,51,2898,26305.08519159655,0,0.0
22670,NPI4853021250,Otezla,Amgen,2022,43,2898,23973.465346540353,0,0.0
22671,NPI4853021250,Otezla,Amgen,2023,52,2898,24094.36317175034,0,0.0
22672,NPI4829895712,Enbrel,Amgen,2021,111,5656,44389.164043998644,0,0.0
22673,NPI4829895712,Enbrel,Amgen,2022,113,5656,45010.71736164207,0,0.0
22674,NPI4829895712,Enbrel,Amgen,2023,88,5656,47326.86747779046,0,0.0
22675,NPI4829895712,Brilinta,AstraZeneca,2021,47,2914,14316.21303389647,0,0.0
22676,NPI4829895712,Brilinta,AstraZeneca,2022,53,2914,11787.44670522651,0,0.0
22677,NPI4829895712,Brilinta,AstraZeneca,2023,43,2914,12539.835865881509,0,0.0
22678,NPI4829895712,Cosentyx,Novartis,2021,206,13275,78630.57214604745,1,1827.04
22679,NPI4829895712,Cosentyx,Novartis,2022,215,13275,65929.33376605771,1,1827.04
22680,NPI4829895712,Cosentyx,Novartis,2023,257,13275,64144.09845867098,1,1827.04
22681,NPI4829895712,Xeljanz,Pfizer,2021,89,3360,21719.55930031697,1,63146.77
22682,NPI4829895712,Xeljanz,Pfizer,2022,85,3360,25229.14246568659,1,63146.77
22683,NPI4829895712,Xeljanz,Pfizer,2023,82,3360,26061.739867074342,1,63146.77
22684,NPI4829895712,Trulicity,Eli Lilly,2021,15,720,6081.903795325911,0,0.0
22685,NPI4829895712,Trulicity,Eli Lilly,2022,13,720,6060.973866013416,0,0.0
22686,NPI4829895712,Trulicity,Eli Lilly,2023,14,720,6063.219436023221,0,0.0
22687,NPI4829895712,Verzenio,Eli Lilly,2021,162,8802,38463.11852411923,0,0.0
22688,NPI4829895712,Verzenio,Eli Lilly,2022,166,8802,48197.48933656878,0,0.0
22689,NPI4829895712,Verzenio,Eli Lilly,2023,180,8802,46618.66867049079,0,0.0
22690,NPI4829895712,Otezla,Amgen,2021,88,6970,68226.30060348634,0,0.0
22691,NPI4829895712,Otezla,Amgen,2022,82,6970,56530.47428736065,0,0.0
22692,NPI4829895712,Otezla,Amgen,2023,83,6970,59852.89278280846,0,0.0
22693,NPI9915622959,Symbicort,AstraZeneca,2021,62,3380,5170.2902765596555,0,0.0
22694,NPI9915622959,Symbicort,AstraZeneca,2022,74,3380,6611.519404177894,0,0.0
22695,NPI9915622959,Symbicort,AstraZeneca,2023,74,3380,5830.481340786147,0,0.0
22696,NPI9915622959,Xeljanz,Pfizer,2021,8,486,5263.381152473834,0,0.0
22697,NPI9915622959,Xeljanz,Pfizer,2022,9,486,4167.302326810092,0,0.0
22698,NPI9915622959,Xeljanz,Pfizer,2023,8,486,4229.183897386569,0,0.0
22699,NPI9915622959,Brilinta,AstraZeneca,2021,33,2625,5405.158315589061,0,0.0
22700,NPI9915622959,Brilinta,AstraZeneca,2022,31,2625,5050.2011213371625,0,0.0
22701,NPI9915622959,Brilinta,AstraZeneca,2023,31,2625,4707.213938136606,0,0.0
22702,NPI9915622959,Trulicity,Eli Lilly,2021,81,4085,10595.444934692452,0,0.0
22703,NPI9915622959,Trulicity,Eli Lilly,2022,108,4085,12318.658730240008,0,0.0
22704,NPI9915622959,Trulicity,Eli Lilly,2023,92,4085,10403.94489260848,0,0.0
22705,NPI9915622959,Entresto,Novartis,2021,55,2646,18579.860184419147,0,0.0
22706,NPI9915622959,Entresto,Novartis,2022,49,2646,20648.696847381325,0,0.0
22707,NPI9915622959,Entresto,Novartis,2023,50,2646,19197.82867092007,0,0.0
22708,NPI9915622959,Enbrel,Amgen,2021,132,9636,50194.7414689995,0,0.0
22709,NPI9915622959,Enbrel,Amgen,2022,141,9636,58070.93353914651,0,0.0
22710,NPI9915622959,Enbrel,Amgen,2023,148,9636,52356.29240762078,0,0.0
22711,NPI9915622959,Xarelto,Johnson & Johnson,2021,25,988,9299.748149083533,0,0.0
22712,NPI9915622959,Xarelto,Johnson & Johnson,2022,23,988,9074.871027323159,0,0.0
22713,NPI9915622959,Xarelto,Johnson & Johnson,2023,25,988,9226.255945021838,0,0.0
22714,NPI7361004316,Cosentyx,Novartis,2021,250,10704,21523.073725390892,0,0.0
22715,NPI7361004316,Cosentyx,Novartis,2022,209,10704,22324.502943117248,0,0.0
22716,NPI7361004316,Cosentyx,Novartis,2023,248,10704,22532.861626315935,0,0.0
22717,NPI7361004316,Lyrica,Pfizer,2021,141,10624,65328.22738271757,0,0.0
22718,NPI7361004316,Lyrica,Pfizer,2022,133,10624,84665.6740768126,0,0.0
22719,NPI7361004316,Lyrica,Pfizer,2023,134,10624,74980.41840350353,0,0.0
22720,NPI7361004316,Zolgensma,Novartis,2021,24,1300,5082.624439468864,0,0.0
22721,NPI7361004316,Zolgensma,Novartis,2022,28,1300,4674.601992042934,0,0.0
22722,NPI7361004316,Zolgensma,Novartis,2023,24,1300,4561.329166779802,0,0.0
22723,NPI7361004316,Xeljanz,Pfizer,2021,245,12285,37987.45208784245,0,0.0
22724,NPI7361004316,Xeljanz,Pfizer,2022,234,12285,42033.677681942776,0,0.0
22725,NPI7361004316,Xeljanz,Pfizer,2023,304,12285,40726.06002716152,0,0.0
22726,NPI7361004316,Verzenio,Eli Lilly,2021,795,43981,90204.00098757035,0,0.0
22727,NPI7361004316,Verzenio,Eli Lilly,2022,785,43981,87444.44932485673,0,0.0
22728,NPI7361004316,Verzenio,Eli Lilly,2023,790,43981,88678.03292097642,0,0.0
22729,NPI7361004316,Otezla,Amgen,2021,49,1833,18174.261530849337,0,0.0
22730,NPI7361004316,Otezla,Amgen,2022,40,1833,14990.82439622063,0,0.0
22731,NPI7361004316,Otezla,Amgen,2023,40,1833,16027.5570640544,0,0.0
22732,NPI7361004316,Pradaxa,Boehringer Ingelheim,2021,20,1539,4880.573006674167,0,0.0
22733,NPI7361004316,Pradaxa,Boehringer Ingelheim,2022,17,1539,4847.9063862852345,0,0.0
22734,NPI7361004316,Pradaxa,Boehringer Ingelheim,2023,16,1539,4567.066222259363,0,0.0
22735,NPI4232660042,Cosentyx,Novartis,2021,142,8120,63528.09926071518,0,0.0
22736,NPI4232660042,Cosentyx,Novartis,2022,123,8120,53810.71987568863,0,0.0
22737,NPI4232660042,Cosentyx,Novartis,2023,128,8120,69272.29551818664,0,0.0
22738,NPI4232660042,Gardasil,Merck,2021,58,1485,3415.0674197665235,0,0.0
22739,NPI4232660042,Gardasil,Merck,2022,50,1485,3025.986360375745,0,0.0
22740,NPI4232660042,Gardasil,Merck,2023,62,1485,2746.340649968457,0,0.0
22741,NPI4232660042,Brilinta,AstraZeneca,2021,30,928,1652.0134612360505,0,0.0
22742,NPI4232660042,Brilinta,AstraZeneca,2022,36,928,1486.0085951328276,0,0.0
22743,NPI4232660042,Brilinta,AstraZeneca,2023,30,928,1553.9639609856165,0,0.0
22744,NPI4343521364,Otezla,Amgen,2021,58,2444,7397.876356751887,0,0.0
22745,NPI4343521364,Otezla,Amgen,2022,49,2444,9329.16802092939,0,0.0
22746,NPI4343521364,Otezla,Amgen,2023,55,2444,8468.699998625192,0,0.0
22747,NPI4343521364,Xeljanz,Pfizer,2021,51,2576,22735.466929705322,0,0.0
22748,NPI4343521364,Xeljanz,Pfizer,2022,49,2576,22337.538196309422,0,0.0
22749,NPI4343521364,Xeljanz,Pfizer,2023,49,2576,24429.89318219922,0,0.0
22750,NPI4343521364,Gardasil,Merck,2021,65,5934,17840.002224892643,0,0.0
22751,NPI4343521364,Gardasil,Merck,2022,60,5934,17258.7712698628,0,0.0
22752,NPI4343521364,Gardasil,Merck,2023,71,5934,16203.158092691614,0,0.0
22753,NPI4343521364,Entresto,Novartis,2021,52,4116,20250.34332844854,0,0.0
22754,NPI4343521364,Entresto,Novartis,2022,48,4116,26766.49157866082,0,0.0
22755,NPI4343521364,Entresto,Novartis,2023,48,4116,27073.645978095534,0,0.0
22756,NPI4877172322,Farxiga,AstraZeneca,2021,77,4543,17970.208867776208,0,0.0
22757,NPI4877172322,Farxiga,AstraZeneca,2022,72,4543,17888.121606641358,0,0.0
22758,NPI4877172322,Farxiga,AstraZeneca,2023,66,4543,15240.775227161557,0,0.0
22759,NPI4877172322,Verzenio,Eli Lilly,2021,107,7872,49804.59864079402,0,0.0
22760,NPI4877172322,Verzenio,Eli Lilly,2022,99,7872,44219.39625897509,0,0.0
22761,NPI4877172322,Verzenio,Eli Lilly,2023,100,7872,47614.967764256646,0,0.0
22762,NPI4877172322,Ofev,Boehringer Ingelheim,2021,18,1344,13764.75034415183,0,0.0
22763,NPI4877172322,Ofev,Boehringer Ingelheim,2022,18,1344,13804.876017338536,0,0.0
22764,NPI4877172322,Ofev,Boehringer Ingelheim,2023,21,1344,13356.996507849883,0,0.0
22765,NPI4877172322,Rinvoq,AbbVie,2021,139,11305,114813.27863762954,0,0.0
22766,NPI4877172322,Rinvoq,AbbVie,2022,136,11305,108218.05212022786,0,0.0
22767,NPI4877172322,Rinvoq,AbbVie,2023,144,11305,125088.20770430601,0,0.0
22768,NPI4877172322,Lyrica,Pfizer,2021,81,5688,56121.8465947303,0,0.0
22769,NPI4877172322,Lyrica,Pfizer,2022,78,5688,65250.89539523832,0,0.0
22770,NPI4877172322,Lyrica,Pfizer,2023,78,5688,59202.25871285743,0,0.0
22771,NPI4877172322,Invega,Johnson & Johnson,2021,254,9976,98866.65401485174,0,0.0
22772,NPI4877172322,Invega,Johnson & Johnson,2022,254,9976,115819.19755773639,0,0.0
22773,NPI4877172322,Invega,Johnson & Johnson,2023,199,9976,112090.7513247802,0,0.0
22774,NPI4877172322,Revlimid,Bristol-Myers Squibb,2021,295,13018,47535.11749644024,0,0.0
22775,NPI4877172322,Revlimid,Bristol-Myers Squibb,2022,290,13018,41844.10215053912,0,0.0
22776,NPI4877172322,Revlimid,Bristol-Myers Squibb,2023,300,13018,50134.73361589708,0,0.0
22777,NPI1330409688,Eliquis,Pfizer,2021,34,1750,5183.25484382973,0,0.0
22778,NPI1330409688,Eliquis,Pfizer,2022,30,1750,4651.807285012379,0,0.0
22779,NPI1330409688,Eliquis,Pfizer,2023,33,1750,5656.546803652411,0,0.0
22780,NPI1330409688,Januvia,Merck,2021,45,2970,16066.066114245512,0,0.0
22781,NPI1330409688,Januvia,Merck,2022,41,2970,17493.654307707373,0,0.0
22782,NPI1330409688,Januvia,Merck,2023,42,2970,15660.259873374256,0,0.0
22783,NPI1330409688,Opdivo,Bristol-Myers Squibb,2021,236,8646,45586.30541702311,0,0.0
22784,NPI1330409688,Opdivo,Bristol-Myers Squibb,2022,262,8646,46075.24884083661,0,0.0
22785,NPI1330409688,Opdivo,Bristol-Myers Squibb,2023,270,8646,45455.256007657306,0,0.0
22786,NPI5750347617,Invega,Johnson & Johnson,2021,490,34398,130340.78449234099,0,0.0
22787,NPI5750347617,Invega,Johnson & Johnson,2022,378,34398,150948.9144156888,0,0.0
22788,NPI5750347617,Invega,Johnson & Johnson,2023,458,34398,157032.5669343983,0,0.0
22789,NPI5750347617,Brilinta,AstraZeneca,2021,75,4698,19658.135400691088,0,0.0
22790,NPI5750347617,Brilinta,AstraZeneca,2022,96,4698,20488.2204264576,0,0.0
22791,NPI5750347617,Brilinta,AstraZeneca,2023,93,4698,20595.838547873398,0,0.0
22792,NPI5750347617,Stelara,Johnson & Johnson,2021,23,1652,4266.255571757927,0,0.0
22793,NPI5750347617,Stelara,Johnson & Johnson,2022,23,1652,5409.769847487878,0,0.0
22794,NPI5750347617,Stelara,Johnson & Johnson,2023,30,1652,4812.3558863021,0,0.0
22795,NPI5750347617,Trulicity,Eli Lilly,2021,56,3996,52872.95975704831,0,0.0
22796,NPI5750347617,Trulicity,Eli Lilly,2022,57,3996,46703.76434800534,0,0.0
22797,NPI5750347617,Trulicity,Eli Lilly,2023,50,3996,46021.61873238286,0,0.0
22798,NPI5750347617,Opdivo,Bristol-Myers Squibb,2021,49,1326,6195.7790607011175,1,283.6
22799,NPI5750347617,Opdivo,Bristol-Myers Squibb,2022,45,1326,6455.684570061479,1,283.6
22800,NPI5750347617,Opdivo,Bristol-Myers Squibb,2023,46,1326,6539.997718988055,1,283.6
22801,NPI8302428562,Rinvoq,AbbVie,2021,8,384,1318.7891719682598,0,0.0
22802,NPI8302428562,Rinvoq,AbbVie,2022,8,384,1421.0866288774057,0,0.0
22803,NPI8302428562,Rinvoq,AbbVie,2023,6,384,1312.6524411395162,0,0.0
22804,NPI8302428562,Pradaxa,Boehringer Ingelheim,2021,167,3420,18571.54046067657,0,0.0
22805,NPI8302428562,Pradaxa,Boehringer Ingelheim,2022,157,3420,15474.678475801154,0,0.0
22806,NPI8302428562,Pradaxa,Boehringer Ingelheim,2023,151,3420,16069.378214255441,0,0.0
22807,NPI8302428562,Januvia,Merck,2021,115,5883,43692.70885296301,0,0.0
22808,NPI8302428562,Januvia,Merck,2022,123,5883,43049.05416025373,0,0.0
22809,NPI8302428562,Januvia,Merck,2023,105,5883,45676.91864151431,0,0.0
22810,NPI6945110138,Xarelto,Johnson & Johnson,2021,147,3354,41999.20173641637,0,0.0
22811,NPI6945110138,Xarelto,Johnson & Johnson,2022,136,3354,37482.80043804014,0,0.0
22812,NPI6945110138,Xarelto,Johnson & Johnson,2023,135,3354,36734.84521535244,0,0.0
22813,NPI6945110138,Brilinta,AstraZeneca,2021,171,10140,103654.46119596034,0,0.0
22814,NPI6945110138,Brilinta,AstraZeneca,2022,154,10140,101182.29323604028,0,0.0
22815,NPI6945110138,Brilinta,AstraZeneca,2023,182,10140,120260.83458534333,0,0.0
22816,NPI6945110138,Symbicort,AstraZeneca,2021,216,16502,123680.78618585394,0,0.0
22817,NPI6945110138,Symbicort,AstraZeneca,2022,241,16502,125157.24190855728,0,0.0
22818,NPI6945110138,Symbicort,AstraZeneca,2023,192,16502,119208.82271018054,0,0.0
22819,NPI2785787620,Symbicort,AstraZeneca,2021,147,3102,5148.218517576772,0,0.0
22820,NPI2785787620,Symbicort,AstraZeneca,2022,129,3102,6202.638362154417,0,0.0
22821,NPI2785787620,Symbicort,AstraZeneca,2023,159,3102,4948.215949416253,0,0.0
22822,NPI2785787620,Pradaxa,Boehringer Ingelheim,2021,49,3822,10821.165638448307,0,0.0
22823,NPI2785787620,Pradaxa,Boehringer Ingelheim,2022,56,3822,8771.82758524082,0,0.0
22824,NPI2785787620,Pradaxa,Boehringer Ingelheim,2023,51,3822,10192.69099841745,0,0.0
22825,NPI2785787620,Eliquis,Pfizer,2021,44,1480,8995.269265375633,0,0.0
22826,NPI2785787620,Eliquis,Pfizer,2022,42,1480,8375.454870437243,0,0.0
22827,NPI2785787620,Eliquis,Pfizer,2023,36,1480,7819.224343391709,0,0.0
22828,NPI2785787620,Taltz,Eli Lilly,2021,71,3776,15898.70789950204,0,0.0
22829,NPI2785787620,Taltz,Eli Lilly,2022,56,3776,13958.051346819406,0,0.0
22830,NPI2785787620,Taltz,Eli Lilly,2023,58,3776,17450.870133353477,0,0.0
22831,NPI7552308171,Januvia,Merck,2021,16,1116,7156.04507673252,0,0.0
22832,NPI7552308171,Januvia,Merck,2022,15,1116,7255.576042085965,0,0.0
22833,NPI7552308171,Januvia,Merck,2023,20,1116,8135.760822303318,0,0.0
22834,NPI7552308171,Symbicort,AstraZeneca,2021,121,4704,13752.52553582779,0,0.0
22835,NPI7552308171,Symbicort,AstraZeneca,2022,98,4704,12586.4603197581,0,0.0
22836,NPI7552308171,Symbicort,AstraZeneca,2023,100,4704,11146.391567749783,0,0.0
22837,NPI7552308171,Entresto,Novartis,2021,55,2964,23275.654156982906,0,0.0
22838,NPI7552308171,Entresto,Novartis,2022,54,2964,25791.971981501978,0,0.0
22839,NPI7552308171,Entresto,Novartis,2023,51,2964,28443.748895674387,0,0.0
22840,NPI7475127456,Revlimid,Bristol-Myers Squibb,2021,113,7326,33061.49681186537,0,0.0
22841,NPI7475127456,Revlimid,Bristol-Myers Squibb,2022,107,7326,31152.559661505304,0,0.0
22842,NPI7475127456,Revlimid,Bristol-Myers Squibb,2023,103,7326,34711.71006482714,0,0.0
22843,NPI7475127456,Humira,AbbVie,2021,46,4576,27478.204134819676,0,0.0
22844,NPI7475127456,Humira,AbbVie,2022,55,4576,33846.20471693466,0,0.0
22845,NPI7475127456,Humira,AbbVie,2023,54,4576,32634.127475881425,0,0.0
22846,NPI7475127456,Taltz,Eli Lilly,2021,23,1701,12317.195745385134,0,0.0
22847,NPI7475127456,Taltz,Eli Lilly,2022,28,1701,12142.433946069672,0,0.0
22848,NPI7475127456,Taltz,Eli Lilly,2023,27,1701,12676.504844179666,0,0.0
22849,NPI7475127456,Opdivo,Bristol-Myers Squibb,2021,171,14507,97542.0763716507,0,0.0
22850,NPI7475127456,Opdivo,Bristol-Myers Squibb,2022,178,14507,102047.21905502876,0,0.0
22851,NPI7475127456,Opdivo,Bristol-Myers Squibb,2023,162,14507,91388.61217645131,0,0.0
22852,NPI7475127456,Imbruvica,AbbVie,2021,51,3068,16274.351339598845,0,0.0
22853,NPI7475127456,Imbruvica,AbbVie,2022,57,3068,16171.552632195964,0,0.0
22854,NPI7475127456,Imbruvica,AbbVie,2023,50,3068,16451.067038344856,0,0.0
22855,NPI7475127456,Trulicity,Eli Lilly,2021,63,5246,41042.8722833294,0,0.0
22856,NPI7475127456,Trulicity,Eli Lilly,2022,67,5246,37688.98912019567,0,0.0
22857,NPI7475127456,Trulicity,Eli Lilly,2023,54,5246,39777.88223803038,0,0.0
22858,NPI7475127456,Entresto,Novartis,2021,8,450,4953.444099122164,0,0.0
22859,NPI7475127456,Entresto,Novartis,2022,9,450,4310.026882623331,0,0.0
22860,NPI7475127456,Entresto,Novartis,2023,10,450,4247.97717160153,0,0.0
22861,NPI3362852940,Jardiance,Boehringer Ingelheim,2021,118,5350,46047.39944719135,0,0.0
22862,NPI3362852940,Jardiance,Boehringer Ingelheim,2022,99,5350,53130.02467546536,0,0.0
22863,NPI3362852940,Jardiance,Boehringer Ingelheim,2023,98,5350,41362.28593584822,0,0.0
22864,NPI3362852940,Pradaxa,Boehringer Ingelheim,2021,22,1248,4549.848963365284,0,0.0
22865,NPI3362852940,Pradaxa,Boehringer Ingelheim,2022,24,1248,4620.6766224555095,0,0.0
22866,NPI3362852940,Pradaxa,Boehringer Ingelheim,2023,29,1248,4591.086906290657,0,0.0
22867,NPI3362852940,Trulicity,Eli Lilly,2021,169,4560,50804.168343870406,1,6.95
22868,NPI3362852940,Trulicity,Eli Lilly,2022,185,4560,43072.349163934465,1,6.95
22869,NPI3362852940,Trulicity,Eli Lilly,2023,216,4560,44495.05583995474,1,6.95
22870,NPI3362852940,Ofev,Boehringer Ingelheim,2021,30,1664,18473.52132359994,0,0.0
22871,NPI3362852940,Ofev,Boehringer Ingelheim,2022,30,1664,17566.60121307722,0,0.0
22872,NPI3362852940,Ofev,Boehringer Ingelheim,2023,32,1664,18530.826736593495,0,0.0
22873,NPI3362852940,Cosentyx,Novartis,2021,333,28564,129632.6380448155,0,0.0
22874,NPI3362852940,Cosentyx,Novartis,2022,419,28564,126712.2568969226,0,0.0
22875,NPI3362852940,Cosentyx,Novartis,2023,436,28564,155606.0983306138,0,0.0
22876,NPI6605871911,Cosentyx,Novartis,2021,170,7335,51096.65564249213,0,0.0
22877,NPI6605871911,Cosentyx,Novartis,2022,172,7335,59305.13834863231,0,0.0
22878,NPI6605871911,Cosentyx,Novartis,2023,158,7335,64704.08483980448,0,0.0
22879,NPI6605871911,Taltz,Eli Lilly,2021,44,1271,16418.585688879422,0,0.0
22880,NPI6605871911,Taltz,Eli Lilly,2022,41,1271,13182.432739949685,0,0.0
22881,NPI6605871911,Taltz,Eli Lilly,2023,38,1271,12374.91674869504,0,0.0
22882,NPI6605871911,Verzenio,Eli Lilly,2021,30,2555,10985.086334623345,0,0.0
22883,NPI6605871911,Verzenio,Eli Lilly,2022,37,2555,11426.663738160853,0,0.0
22884,NPI6605871911,Verzenio,Eli Lilly,2023,36,2555,8858.738497600656,0,0.0
22885,NPI6605871911,Xeljanz,Pfizer,2021,218,19656,87198.1613501535,0,0.0
22886,NPI6605871911,Xeljanz,Pfizer,2022,254,19656,71758.96170445437,0,0.0
22887,NPI6605871911,Xeljanz,Pfizer,2023,260,19656,71991.85645857257,0,0.0
22888,NPI6498541297,Trulicity,Eli Lilly,2021,11,420,946.0434923952517,0,0.0
22889,NPI6498541297,Trulicity,Eli Lilly,2022,8,420,962.4369898819316,0,0.0
22890,NPI6498541297,Trulicity,Eli Lilly,2023,10,420,836.632635543077,0,0.0
22891,NPI6498541297,Otezla,Amgen,2021,114,3080,35847.76153580667,0,0.0
22892,NPI6498541297,Otezla,Amgen,2022,109,3080,29485.31969056465,0,0.0
22893,NPI6498541297,Otezla,Amgen,2023,117,3080,31430.062971901174,0,0.0
22894,NPI6498541297,Brilinta,AstraZeneca,2021,239,18662,60596.252900449224,0,0.0
22895,NPI6498541297,Brilinta,AstraZeneca,2022,207,18662,64083.75742621898,0,0.0
22896,NPI6498541297,Brilinta,AstraZeneca,2023,190,18662,72377.46974382085,0,0.0
22897,NPI6498541297,Rinvoq,AbbVie,2021,237,16698,63642.93706454567,0,0.0
22898,NPI6498541297,Rinvoq,AbbVie,2022,257,16698,73512.27463458934,0,0.0
22899,NPI6498541297,Rinvoq,AbbVie,2023,267,16698,66331.06110228719,0,0.0
22900,NPI6498541297,Invega,Johnson & Johnson,2021,153,8400,21406.970631376287,0,0.0
22901,NPI6498541297,Invega,Johnson & Johnson,2022,123,8400,17883.021980716338,0,0.0
22902,NPI6498541297,Invega,Johnson & Johnson,2023,135,8400,21296.332193557173,0,0.0
22903,NPI6498541297,Januvia,Merck,2021,259,20145,218720.77821339158,0,0.0
22904,NPI6498541297,Januvia,Merck,2022,255,20145,190867.42126801817,0,0.0
22905,NPI6498541297,Januvia,Merck,2023,271,20145,201492.22630233187,0,0.0
22906,NPI8558088613,Farxiga,AstraZeneca,2021,85,3010,27400.17499144407,0,0.0
22907,NPI8558088613,Farxiga,AstraZeneca,2022,79,3010,28602.136291302566,0,0.0
22908,NPI8558088613,Farxiga,AstraZeneca,2023,93,3010,28501.184406001234,0,0.0
22909,NPI8558088613,Brilinta,AstraZeneca,2021,17,480,1976.4001381731623,0,0.0
22910,NPI8558088613,Brilinta,AstraZeneca,2022,22,480,2406.318399579718,0,0.0
22911,NPI8558088613,Brilinta,AstraZeneca,2023,20,480,2186.937636982893,0,0.0
22912,NPI8558088613,Opdivo,Bristol-Myers Squibb,2021,20,1197,2971.37251192059,0,0.0
22913,NPI8558088613,Opdivo,Bristol-Myers Squibb,2022,23,1197,3789.600210914487,0,0.0
