payment_id,physician_id,company,drug_name,category,amount_usd,year
5610,NPI9039555876,Bristol-Myers Squibb,Revlimid,Speaker Fee,2199.51,2022
5611,NPI9039555876,Bristol-Myers Squibb,Revlimid,Food and Beverage,29.88,2021
5612,NPI9039555876,Bristol-Myers Squibb,Revlimid,Consulting Fee,1319.3,2022
5613,NPI9039555876,Bristol-Myers Squibb,Eliquis,Food and Beverage,15.25,2022
5614,NPI9039555876,Amgen,Otezla,Food and Beverage,21.27,2020
5615,NPI9039555876,Bristol-Myers Squibb,Eliquis,Consulting Fee,1612.4,2023
5616,NPI9039555876,Bristol-Myers Squibb,Opdivo,Food and Beverage,39.72,2022
5617,NPI9039555876,Bristol-Myers Squibb,Revlimid,Food and Beverage,42.45,2023
5618,NPI8905444667,AbbVie,Imbruvica,Speaker Fee,3449.36,2022
5619,NPI8905444667,AbbVie,Humira,Food and Beverage,20.28,2023
5620,NPI8547734212,Bristol-Myers Squibb,Eliquis,Food and Beverage,7.05,2023
5621,NPI8547734212,Bristol-Myers Squibb,Revlimid,Food and Beverage,6.19,2023
5622,NPI8547734212,Bristol-Myers Squibb,Opdivo,Consulting Fee,3348.2,2023
5623,NPI8547734212,Bristol-Myers Squibb,Revlimid,Food and Beverage,12.57,2019
5624,NPI8547734212,Bristol-Myers Squibb,Opdivo,Food and Beverage,15.17,2023
5625,NPI8547734212,Bristol-Myers Squibb,Eliquis,Gift,88.08,2022
5626,NPI8547734212,Bristol-Myers Squibb,Revlimid,Food and Beverage,19.59,2022
5627,NPI8547734212,Bristol-Myers Squibb,Eliquis,Consulting Fee,1885.14,2022
5628,NPI8547734212,Bristol-Myers Squibb,Eliquis,Food and Beverage,11.8,2023
5629,NPI8547734212,Bristol-Myers Squibb,Revlimid,Consulting Fee,1774.54,2021
5630,NPI8547734212,Bristol-Myers Squibb,Eliquis,Food and Beverage,19.94,2021
5631,NPI8547734212,Bristol-Myers Squibb,Eliquis,Food and Beverage,36.53,2022
5632,NPI8547734212,Bristol-Myers Squibb,Revlimid,Food and Beverage,38.93,2023
5633,NPI8547734212,Bristol-Myers Squibb,Revlimid,Food and Beverage,13.23,2021
5634,NPI8839772737,Amgen,Otezla,Speaker Fee,5209.97,2020
5635,NPI2365170553,Amgen,Otezla,Food and Beverage,27.74,2021
5636,NPI2365170553,Johnson & Johnson,Stelara,Food and Beverage,13.63,2022
5637,NPI2365170553,Johnson & Johnson,Stelara,Speaker Fee,3097.54,2021
5638,NPI2051126449,AstraZeneca,Farxiga,Travel and Lodging,45.86,2022
5639,NPI2051126449,AstraZeneca,Brilinta,Food and Beverage,16.54,2021
5640,NPI2051126449,AstraZeneca,Brilinta,Education,1240.86,2022
5641,NPI2051126449,AstraZeneca,Brilinta,Food and Beverage,3.11,2023
5642,NPI2051126449,AstraZeneca,Farxiga,Food and Beverage,35.96,2019
5643,NPI2051126449,AstraZeneca,Farxiga,Food and Beverage,10.53,2020
5644,NPI2051126449,AstraZeneca,Brilinta,Food and Beverage,16.34,2023
5645,NPI2051126449,AstraZeneca,Brilinta,Food and Beverage,37.72,2021
5646,NPI2051126449,AstraZeneca,Symbicort,Food and Beverage,7.25,2022
5647,NPI2051126449,AstraZeneca,Brilinta,Food and Beverage,19.49,2021
5648,NPI2051126449,AstraZeneca,Brilinta,Food and Beverage,16.83,2020
5649,NPI2051126449,AstraZeneca,Symbicort,Research,26029.7,2022
5650,NPI2051126449,AstraZeneca,Symbicort,Food and Beverage,43.93,2023
5651,NPI2051126449,AstraZeneca,Farxiga,Food and Beverage,16.21,2022
5652,NPI2051126449,AstraZeneca,Symbicort,Speaker Fee,2022.42,2022
5653,NPI2051126449,AstraZeneca,Brilinta,Food and Beverage,25.08,2019
5654,NPI9314279915,Eli Lilly,Taltz,Speaker Fee,1359.08,2019
5655,NPI9314279915,Eli Lilly,Verzenio,Speaker Fee,6952.75,2022
5656,NPI2564439842,Pfizer,Eliquis,Food and Beverage,7.6,2022
5657,NPI2564439842,Merck,Januvia,Food and Beverage,19.94,2020
5658,NPI4317595579,Pfizer,Xeljanz,Food and Beverage,49.58,2021
5659,NPI5103863644,Johnson & Johnson,Stelara,Food and Beverage,18.43,2023
5660,NPI9946814226,Eli Lilly,Verzenio,Food and Beverage,44.98,2021
5661,NPI9946814226,Eli Lilly,Taltz,Food and Beverage,19.75,2023
5662,NPI9946814226,Eli Lilly,Trulicity,Food and Beverage,7.62,2020
5663,NPI9946814226,Eli Lilly,Verzenio,Consulting Fee,260.36,2022
5664,NPI9946814226,Eli Lilly,Trulicity,Food and Beverage,8.33,2022
5665,NPI9946814226,Eli Lilly,Taltz,Travel and Lodging,543.85,2019
5666,NPI9946814226,Eli Lilly,Trulicity,Food and Beverage,5.4,2022
5667,NPI8889915202,AbbVie,Rinvoq,Food and Beverage,23.01,2022
5668,NPI9211041363,Merck,Gardasil,Education,616.91,2022
5669,NPI9211041363,Merck,Januvia,Food and Beverage,18.88,2023
5670,NPI9211041363,Merck,Keytruda,Food and Beverage,26.03,2022
5671,NPI9211041363,Merck,Januvia,Food and Beverage,15.09,2022
5672,NPI9211041363,Merck,Keytruda,Food and Beverage,18.38,2020
5673,NPI9211041363,Merck,Keytruda,Research,3220.94,2021
5674,NPI9211041363,Merck,Januvia,Royalty or License,2573.77,2023
5675,NPI2980914154,Merck,Gardasil,Food and Beverage,9.12,2020
5676,NPI4832799023,Pfizer,Eliquis,Food and Beverage,15.22,2021
5677,NPI4832799023,Pfizer,Lyrica,Food and Beverage,3.71,2023
5678,NPI4832799023,Pfizer,Xeljanz,Consulting Fee,1113.65,2021
5679,NPI1050394949,Eli Lilly,Taltz,Speaker Fee,8484.97,2019
5680,NPI1050394949,Johnson & Johnson,Xarelto,Research,7088.12,2022
5681,NPI1050394949,Johnson & Johnson,Stelara,Food and Beverage,29.2,2020
5682,NPI1050394949,Johnson & Johnson,Invega,Education,1090.22,2021
5683,NPI1050394949,Johnson & Johnson,Xarelto,Food and Beverage,22.8,2023
5684,NPI1050394949,Eli Lilly,Taltz,Travel and Lodging,271.21,2022
5685,NPI8013278012,Boehringer Ingelheim,Ofev,Food and Beverage,44.29,2022
5686,NPI4494328254,Bristol-Myers Squibb,Eliquis,Food and Beverage,37.66,2020
5687,NPI4534767038,Novartis,Entresto,Speaker Fee,1386.74,2022
5688,NPI4534767038,Novartis,Zolgensma,Food and Beverage,28.43,2021
5689,NPI1864694189,Johnson & Johnson,Stelara,Food and Beverage,27.71,2021
5690,NPI3395456365,Johnson & Johnson,Invega,Food and Beverage,6.29,2021
5691,NPI5519195097,Merck,Gardasil,Food and Beverage,49.51,2023
5692,NPI5519195097,AbbVie,Imbruvica,Education,528.42,2022
5693,NPI4886632009,Johnson & Johnson,Xarelto,Speaker Fee,948.11,2023
5694,NPI4886632009,Johnson & Johnson,Xarelto,Research,19331.3,2019
5695,NPI5905312711,Novartis,Entresto,Research,3086.29,2022
5696,NPI5905312711,Amgen,Repatha,Food and Beverage,8.31,2022
5697,NPI1344029007,Merck,Gardasil,Food and Beverage,27.31,2022
5698,NPI1344029007,Merck,Januvia,Food and Beverage,29.12,2019
5699,NPI1344029007,Merck,Gardasil,Food and Beverage,6.8,2019
5700,NPI1344029007,Merck,Gardasil,Food and Beverage,29.82,2020
5701,NPI2207519247,Amgen,Otezla,Grant,37622.31,2019
5702,NPI6134346862,Merck,Januvia,Food and Beverage,14.64,2022
5703,NPI8273663289,Novartis,Zolgensma,Food and Beverage,4.54,2023
5704,NPI8273663289,Novartis,Zolgensma,Food and Beverage,25.78,2023
5705,NPI8273663289,Novartis,Entresto,Speaker Fee,2221.72,2023
5706,NPI8273663289,Novartis,Zolgensma,Food and Beverage,21.39,2023
5707,NPI8273663289,Novartis,Zolgensma,Food and Beverage,15.96,2023
5708,NPI8273663289,Novartis,Cosentyx,Food and Beverage,4.87,2019
5709,NPI8273663289,Novartis,Entresto,Food and Beverage,7.37,2022
5710,NPI8273663289,Novartis,Entresto,Food and Beverage,34.82,2020
5711,NPI8273663289,Novartis,Cosentyx,Food and Beverage,85.58,2023
5712,NPI8273663289,Novartis,Zolgensma,Travel and Lodging,582.67,2020
5713,NPI8273663289,Novartis,Entresto,Food and Beverage,14.99,2021
5714,NPI8273663289,Novartis,Entresto,Food and Beverage,11.72,2021
5715,NPI8273663289,Novartis,Cosentyx,Food and Beverage,10.33,2021
5716,NPI8273663289,Novartis,Cosentyx,Food and Beverage,21.73,2022
5717,NPI8273663289,Novartis,Zolgensma,Food and Beverage,75.3,2021
5718,NPI8273663289,Novartis,Cosentyx,Food and Beverage,21.12,2023
5719,NPI8273663289,Novartis,Zolgensma,Food and Beverage,46.84,2022
5720,NPI8273663289,Novartis,Cosentyx,Food and Beverage,34.5,2019
5721,NPI8273663289,Novartis,Entresto,Consulting Fee,1429.19,2019
5722,NPI8273663289,Novartis,Entresto,Speaker Fee,3754.26,2021
5723,NPI8273663289,Novartis,Zolgensma,Food and Beverage,14.84,2022
5724,NPI8273663289,Novartis,Cosentyx,Food and Beverage,12.85,2020
5725,NPI8273663289,Novartis,Entresto,Consulting Fee,1077.93,2019
5726,NPI8273663289,Novartis,Cosentyx,Food and Beverage,1.1,2023
5727,NPI8273663289,Novartis,Cosentyx,Speaker Fee,3658.55,2021
5728,NPI8273663289,Novartis,Cosentyx,Grant,26698.47,2019
5729,NPI8273663289,Novartis,Cosentyx,Food and Beverage,3.55,2019
5730,NPI8273663289,Novartis,Zolgensma,Travel and Lodging,689.93,2021
5731,NPI8273663289,Novartis,Entresto,Food and Beverage,12.44,2021
5732,NPI8273663289,Novartis,Entresto,Food and Beverage,16.21,2023
5733,NPI8273663289,Novartis,Zolgensma,Food and Beverage,20.96,2023
5734,NPI8273663289,Novartis,Zolgensma,Food and Beverage,29.75,2019
5735,NPI8273663289,Novartis,Zolgensma,Food and Beverage,22.3,2021
5736,NPI8273663289,Novartis,Entresto,Food and Beverage,16.12,2020
5737,NPI8981253452,Eli Lilly,Trulicity,Research,22832.54,2019
5738,NPI8981253452,Eli Lilly,Verzenio,Speaker Fee,1971.17,2023
5739,NPI8981253452,Eli Lilly,Verzenio,Consulting Fee,583.92,2022
5740,NPI8981253452,AstraZeneca,Symbicort,Food and Beverage,33.18,2019
5741,NPI4628289271,Boehringer Ingelheim,Ofev,Food and Beverage,11.06,2022
5742,NPI4628289271,Boehringer Ingelheim,Jardiance,Consulting Fee,570.74,2019
5743,NPI4628289271,Boehringer Ingelheim,Pradaxa,Food and Beverage,22.57,2020
5744,NPI4628289271,Boehringer Ingelheim,Ofev,Food and Beverage,25.04,2022
5745,NPI4628289271,Boehringer Ingelheim,Pradaxa,Consulting Fee,4174.77,2020
5746,NPI4628289271,Boehringer Ingelheim,Pradaxa,Food and Beverage,77.51,2023
5747,NPI4628289271,Boehringer Ingelheim,Jardiance,Speaker Fee,1603.77,2021
5748,NPI4628289271,Boehringer Ingelheim,Pradaxa,Food and Beverage,26.3,2021
5749,NPI2390632373,Boehringer Ingelheim,Jardiance,Food and Beverage,37.86,2023
5750,NPI2390632373,Amgen,Otezla,Consulting Fee,4546.28,2022
5751,NPI2390632373,Boehringer Ingelheim,Pradaxa,Food and Beverage,21.82,2020
5752,NPI2390632373,Bristol-Myers Squibb,Eliquis,Food and Beverage,31.42,2019
5753,NPI2390632373,Boehringer Ingelheim,Pradaxa,Food and Beverage,31.36,2022
5754,NPI2390632373,Bristol-Myers Squibb,Revlimid,Food and Beverage,28.56,2019
5755,NPI4612765054,Merck,Januvia,Travel and Lodging,455.46,2019
5756,NPI4612765054,Merck,Gardasil,Food and Beverage,53.72,2019
5757,NPI4612765054,Merck,Gardasil,Consulting Fee,2242.98,2019
5758,NPI4612765054,Merck,Januvia,Travel and Lodging,150.91,2021
5759,NPI4612765054,Merck,Keytruda,Travel and Lodging,519.28,2022
5760,NPI4612765054,Merck,Gardasil,Research,16512.37,2021
5761,NPI8830232926,Merck,Keytruda,Food and Beverage,6.77,2023
5762,NPI5380474396,Novartis,Zolgensma,Food and Beverage,6.47,2022
5763,NPI3035763099,Pfizer,Eliquis,Consulting Fee,717.01,2020
5764,NPI3035763099,Pfizer,Xeljanz,Food and Beverage,27.59,2020
5765,NPI3035763099,AbbVie,Imbruvica,Food and Beverage,5.14,2022
5766,NPI3035763099,Eli Lilly,Verzenio,Food and Beverage,22.27,2023
5767,NPI3035763099,AbbVie,Rinvoq,Gift,123.13,2022
5768,NPI3035763099,AbbVie,Rinvoq,Food and Beverage,14.74,2022
5769,NPI3035763099,Pfizer,Eliquis,Food and Beverage,34.29,2021
5770,NPI2228231480,Johnson & Johnson,Invega,Food and Beverage,7.97,2019
5771,NPI2228231480,Johnson & Johnson,Stelara,Speaker Fee,635.72,2019
5772,NPI2228231480,Johnson & Johnson,Stelara,Food and Beverage,20.18,2021
5773,NPI2228231480,Johnson & Johnson,Stelara,Research,18818.63,2022
5774,NPI2228231480,Johnson & Johnson,Xarelto,Food and Beverage,8.49,2021
5775,NPI9267269040,Eli Lilly,Taltz,Food and Beverage,12.68,2021
5776,NPI9267269040,AbbVie,Imbruvica,Food and Beverage,30.28,2021
5777,NPI9267269040,AbbVie,Imbruvica,Food and Beverage,23.31,2023
5778,NPI9267269040,AbbVie,Humira,Food and Beverage,13.23,2020
5779,NPI9267269040,AbbVie,Imbruvica,Speaker Fee,3559.45,2021
5780,NPI9267269040,AbbVie,Humira,Food and Beverage,3.02,2023
5781,NPI9267269040,Eli Lilly,Trulicity,Food and Beverage,15.8,2023
5782,NPI9267269040,Eli Lilly,Trulicity,Speaker Fee,2841.37,2022
5783,NPI9267269040,Eli Lilly,Taltz,Travel and Lodging,206.0,2021
5784,NPI9267269040,AbbVie,Humira,Food and Beverage,25.12,2021
5785,NPI9267269040,AbbVie,Imbruvica,Travel and Lodging,658.08,2021
5786,NPI9267269040,AbbVie,Imbruvica,Grant,26274.37,2019
5787,NPI9267269040,Eli Lilly,Trulicity,Travel and Lodging,164.22,2022
5788,NPI9267269040,AbbVie,Humira,Food and Beverage,3.69,2021
5789,NPI2646900401,AstraZeneca,Farxiga,Education,473.48,2021
5790,NPI5711201079,AstraZeneca,Farxiga,Food and Beverage,19.06,2021
5791,NPI5711201079,AstraZeneca,Farxiga,Food and Beverage,15.53,2022
5792,NPI5711201079,AstraZeneca,Symbicort,Food and Beverage,34.07,2020
5793,NPI5711201079,AstraZeneca,Symbicort,Speaker Fee,7114.61,2022
5794,NPI5711201079,AstraZeneca,Symbicort,Education,938.16,2022
5795,NPI5711201079,AstraZeneca,Brilinta,Travel and Lodging,91.01,2022
5796,NPI5711201079,AstraZeneca,Brilinta,Speaker Fee,2557.11,2019
5797,NPI5711201079,AstraZeneca,Farxiga,Consulting Fee,434.28,2022
5798,NPI5711201079,AstraZeneca,Brilinta,Food and Beverage,54.8,2023
5799,NPI5711201079,AstraZeneca,Brilinta,Food and Beverage,12.96,2019
5800,NPI5711201079,AstraZeneca,Symbicort,Food and Beverage,18.08,2019
5801,NPI5711201079,AstraZeneca,Brilinta,Food and Beverage,15.76,2022
5802,NPI5711201079,AstraZeneca,Farxiga,Food and Beverage,19.45,2023
5803,NPI5711201079,AstraZeneca,Brilinta,Travel and Lodging,513.38,2020
5804,NPI5711201079,AstraZeneca,Brilinta,Food and Beverage,56.88,2023
5805,NPI5711201079,AstraZeneca,Brilinta,Food and Beverage,11.6,2022
5806,NPI5711201079,AstraZeneca,Farxiga,Food and Beverage,76.36,2021
5807,NPI5711201079,AstraZeneca,Farxiga,Food and Beverage,16.73,2021
5808,NPI5711201079,AstraZeneca,Brilinta,Food and Beverage,17.92,2019
5809,NPI5711201079,AstraZeneca,Symbicort,Food and Beverage,34.01,2022
5810,NPI6632589585,Johnson & Johnson,Stelara,Food and Beverage,39.72,2023
5811,NPI6632589585,Johnson & Johnson,Stelara,Food and Beverage,49.87,2023
5812,NPI6632589585,AbbVie,Rinvoq,Food and Beverage,20.0,2020
5813,NPI4219585078,Boehringer Ingelheim,Pradaxa,Education,308.25,2019
5814,NPI4219585078,Bristol-Myers Squibb,Opdivo,Consulting Fee,1703.44,2022
5815,NPI4219585078,Boehringer Ingelheim,Ofev,Food and Beverage,13.56,2020
5816,NPI4219585078,Boehringer Ingelheim,Ofev,Research,25859.98,2021
5817,NPI4219585078,Bristol-Myers Squibb,Revlimid,Food and Beverage,41.64,2023
5818,NPI4219585078,Boehringer Ingelheim,Ofev,Food and Beverage,16.34,2020
5819,NPI4219585078,Bristol-Myers Squibb,Eliquis,Food and Beverage,7.19,2023
5820,NPI4219585078,Bristol-Myers Squibb,Revlimid,Food and Beverage,5.76,2023
5821,NPI4219585078,Boehringer Ingelheim,Jardiance,Royalty or License,9255.26,2021
5822,NPI1618101869,AbbVie,Humira,Food and Beverage,28.0,2022
5823,NPI8705423461,Merck,Januvia,Food and Beverage,10.34,2021
5824,NPI8705423461,Merck,Gardasil,Grant,31071.01,2019
5825,NPI8705423461,Merck,Keytruda,Speaker Fee,4692.01,2019
5826,NPI8705423461,Merck,Januvia,Food and Beverage,3.67,2023
5827,NPI8705423461,Merck,Gardasil,Food and Beverage,7.55,2021
5828,NPI8705423461,Merck,Keytruda,Consulting Fee,6253.8,2022
5829,NPI8705423461,Merck,Gardasil,Food and Beverage,64.62,2020
5830,NPI8705423461,Merck,Keytruda,Speaker Fee,2251.22,2021
5831,NPI6154337222,Pfizer,Eliquis,Food and Beverage,11.4,2020
5832,NPI8203393282,Merck,Keytruda,Food and Beverage,27.92,2021
5833,NPI8203393282,Merck,Keytruda,Food and Beverage,23.7,2022
5834,NPI8203393282,Bristol-Myers Squibb,Opdivo,Royalty or License,8012.34,2022
5835,NPI8203393282,Merck,Keytruda,Food and Beverage,4.93,2022
5836,NPI8203393282,Merck,Keytruda,Education,424.61,2023
5837,NPI8203393282,Merck,Keytruda,Speaker Fee,973.71,2019
5838,NPI8203393282,Bristol-Myers Squibb,Opdivo,Food and Beverage,13.26,2019
5839,NPI8203393282,Bristol-Myers Squibb,Opdivo,Food and Beverage,18.34,2022
5840,NPI8203393282,Merck,Januvia,Consulting Fee,8663.55,2023
5841,NPI8203393282,Merck,Januvia,Food and Beverage,23.72,2019
5842,NPI8203393282,Merck,Keytruda,Research,9566.02,2022
5843,NPI8203393282,Merck,Keytruda,Food and Beverage,71.3,2023
5844,NPI8203393282,Bristol-Myers Squibb,Revlimid,Food and Beverage,10.45,2023
5845,NPI8203393282,Merck,Keytruda,Research,49254.58,2019
5846,NPI8203393282,Merck,Gardasil,Travel and Lodging,615.96,2023
5847,NPI8203393282,Bristol-Myers Squibb,Revlimid,Consulting Fee,5369.29,2021
5848,NPI8203393282,Bristol-Myers Squibb,Revlimid,Food and Beverage,45.12,2019
5849,NPI8203393282,Bristol-Myers Squibb,Revlimid,Travel and Lodging,532.43,2019
5850,NPI8203393282,Bristol-Myers Squibb,Opdivo,Speaker Fee,2342.86,2023
5851,NPI8203393282,Merck,Keytruda,Food and Beverage,22.87,2023
5852,NPI8203393282,Merck,Keytruda,Food and Beverage,14.13,2020
5853,NPI8203393282,Merck,Gardasil,Food and Beverage,25.16,2020
5854,NPI8203393282,Merck,Gardasil,Food and Beverage,25.25,2021
5855,NPI7563168808,AbbVie,Rinvoq,Food and Beverage,16.25,2021
5856,NPI7563168808,AbbVie,Humira,Travel and Lodging,208.77,2022
5857,NPI6546358314,Boehringer Ingelheim,Ofev,Research,7530.0,2019
5858,NPI6462745609,Johnson & Johnson,Xarelto,Food and Beverage,8.45,2023
5859,NPI9752159659,Boehringer Ingelheim,Pradaxa,Royalty or License,24521.61,2021
5860,NPI4370945330,AstraZeneca,Symbicort,Food and Beverage,20.24,2022
5861,NPI4370945330,AbbVie,Humira,Food and Beverage,15.59,2021
5862,NPI4370945330,Merck,Keytruda,Food and Beverage,5.55,2019
5863,NPI4370945330,Merck,Januvia,Travel and Lodging,61.06,2023
5864,NPI4370945330,Merck,Gardasil,Food and Beverage,27.07,2022
5865,NPI4370945330,Merck,Januvia,Speaker Fee,1173.52,2022
5866,NPI4370945330,Merck,Keytruda,Food and Beverage,7.45,2021
5867,NPI4370945330,Merck,Gardasil,Food and Beverage,24.12,2022
5868,NPI4370945330,AstraZeneca,Brilinta,Food and Beverage,45.22,2022
5869,NPI4370945330,AbbVie,Rinvoq,Food and Beverage,14.58,2019
5870,NPI4370945330,Merck,Januvia,Consulting Fee,3714.05,2020
5871,NPI4370945330,AbbVie,Imbruvica,Food and Beverage,30.59,2022
5872,NPI4370945330,AbbVie,Imbruvica,Food and Beverage,47.74,2022
5873,NPI4370945330,AstraZeneca,Farxiga,Food and Beverage,114.58,2021
5874,NPI4370945330,AbbVie,Rinvoq,Food and Beverage,23.95,2022
5875,NPI4370945330,Merck,Januvia,Food and Beverage,10.13,2023
5876,NPI4370945330,Merck,Keytruda,Food and Beverage,36.67,2021
5877,NPI4370945330,Merck,Januvia,Food and Beverage,15.11,2023
5878,NPI4370945330,Merck,Gardasil,Speaker Fee,1789.07,2019
5879,NPI4370945330,Merck,Gardasil,Food and Beverage,21.81,2023
5880,NPI1585698644,AbbVie,Humira,Education,564.63,2021
5881,NPI5837836913,Bristol-Myers Squibb,Eliquis,Food and Beverage,14.55,2022
5882,NPI5837836913,Bristol-Myers Squibb,Opdivo,Food and Beverage,31.28,2021
5883,NPI5837836913,Bristol-Myers Squibb,Eliquis,Research,12830.43,2022
5884,NPI5975757761,Pfizer,Lyrica,Grant,56907.42,2019
5885,NPI5975757761,Pfizer,Xeljanz,Food and Beverage,15.98,2022
5886,NPI5975757761,AstraZeneca,Symbicort,Food and Beverage,3.24,2022
5887,NPI5975757761,AstraZeneca,Farxiga,Consulting Fee,1287.91,2023
5888,NPI5975757761,Pfizer,Lyrica,Food and Beverage,44.94,2022
5889,NPI5975757761,Eli Lilly,Verzenio,Food and Beverage,6.55,2019
5890,NPI2779904094,Novartis,Cosentyx,Food and Beverage,21.58,2022
5891,NPI2779904094,Novartis,Entresto,Consulting Fee,1209.22,2022
5892,NPI2779904094,Novartis,Cosentyx,Food and Beverage,58.78,2021
5893,NPI2779904094,Novartis,Zolgensma,Speaker Fee,5952.32,2021
5894,NPI2779904094,Novartis,Zolgensma,Speaker Fee,1131.58,2020
5895,NPI8602570520,Johnson & Johnson,Invega,Consulting Fee,830.35,2020
5896,NPI8602570520,AbbVie,Imbruvica,Speaker Fee,1121.48,2022
5897,NPI8516453461,Pfizer,Lyrica,Food and Beverage,21.76,2023
5898,NPI8516453461,Bristol-Myers Squibb,Eliquis,Food and Beverage,7.83,2019
5899,NPI4866661863,Johnson & Johnson,Xarelto,Food and Beverage,7.65,2023
5900,NPI9700688713,Novartis,Cosentyx,Research,2894.06,2022
5901,NPI9700688713,Novartis,Zolgensma,Food and Beverage,24.56,2023
5902,NPI2163259800,Amgen,Otezla,Food and Beverage,14.99,2022
5903,NPI2163259800,Amgen,Enbrel,Food and Beverage,36.17,2022
5904,NPI4309424243,Boehringer Ingelheim,Jardiance,Food and Beverage,15.05,2022
5905,NPI4309424243,Boehringer Ingelheim,Ofev,Food and Beverage,14.86,2020
5906,NPI4309424243,Boehringer Ingelheim,Ofev,Food and Beverage,5.99,2022
5907,NPI4309424243,Boehringer Ingelheim,Jardiance,Education,269.57,2020
5908,NPI4309424243,Boehringer Ingelheim,Pradaxa,Food and Beverage,111.36,2022
5909,NPI4309424243,Boehringer Ingelheim,Ofev,Research,39396.96,2023
5910,NPI1763540286,Boehringer Ingelheim,Ofev,Food and Beverage,9.93,2019
5911,NPI1763540286,Boehringer Ingelheim,Jardiance,Travel and Lodging,924.71,2021
5912,NPI1763540286,Eli Lilly,Trulicity,Travel and Lodging,59.85,2019
5913,NPI1763540286,Boehringer Ingelheim,Jardiance,Food and Beverage,5.94,2023
5914,NPI1763540286,Boehringer Ingelheim,Ofev,Consulting Fee,1121.1,2019
5915,NPI1763540286,Boehringer Ingelheim,Jardiance,Food and Beverage,13.58,2021
5916,NPI1763540286,Eli Lilly,Verzenio,Education,1111.13,2022
5917,NPI1763540286,Boehringer Ingelheim,Pradaxa,Food and Beverage,3.35,2022
5918,NPI1763540286,Eli Lilly,Taltz,Consulting Fee,985.82,2022
5919,NPI1763540286,Eli Lilly,Taltz,Speaker Fee,571.47,2023
5920,NPI1763540286,Eli Lilly,Taltz,Food and Beverage,19.48,2023
5921,NPI1763540286,Boehringer Ingelheim,Pradaxa,Food and Beverage,35.53,2020
5922,NPI1763540286,Eli Lilly,Trulicity,Food and Beverage,22.79,2022
5923,NPI1763540286,Boehringer Ingelheim,Pradaxa,Food and Beverage,16.78,2023
5924,NPI1763540286,Eli Lilly,Taltz,Food and Beverage,19.61,2020
5925,NPI4443899533,AbbVie,Humira,Food and Beverage,32.78,2021
5926,NPI4443899533,Amgen,Otezla,Consulting Fee,2406.83,2023
5927,NPI4443899533,Amgen,Otezla,Food and Beverage,16.83,2023
5928,NPI4443899533,Eli Lilly,Taltz,Food and Beverage,20.79,2022
5929,NPI3350548755,AstraZeneca,Brilinta,Food and Beverage,16.43,2023
5930,NPI3350548755,AstraZeneca,Brilinta,Food and Beverage,32.28,2023
5931,NPI3350548755,AstraZeneca,Farxiga,Food and Beverage,27.67,2023
5932,NPI3350548755,AstraZeneca,Brilinta,Food and Beverage,26.58,2020
5933,NPI3350548755,AstraZeneca,Symbicort,Food and Beverage,29.91,2020
5934,NPI3350548755,AstraZeneca,Brilinta,Food and Beverage,42.93,2021
5935,NPI9568451987,Amgen,Repatha,Food and Beverage,19.34,2023
5936,NPI9568451987,AstraZeneca,Brilinta,Food and Beverage,11.67,2022
5937,NPI9568451987,AbbVie,Imbruvica,Food and Beverage,8.15,2020
5938,NPI9568451987,AbbVie,Imbruvica,Food and Beverage,20.68,2019
5939,NPI9568451987,AbbVie,Imbruvica,Food and Beverage,14.18,2019
5940,NPI9568451987,AstraZeneca,Brilinta,Food and Beverage,75.63,2022
5941,NPI9568451987,Amgen,Enbrel,Food and Beverage,36.19,2019
5942,NPI9568451987,Amgen,Repatha,Food and Beverage,23.58,2022
5943,NPI4704272405,Boehringer Ingelheim,Jardiance,Food and Beverage,21.83,2023
5944,NPI4704272405,AbbVie,Humira,Consulting Fee,2090.26,2019
5945,NPI4480348271,AstraZeneca,Farxiga,Food and Beverage,12.44,2022
5946,NPI8768363770,AstraZeneca,Farxiga,Food and Beverage,5.81,2022
5947,NPI8768363770,Pfizer,Eliquis,Consulting Fee,429.28,2022
5948,NPI8768363770,Pfizer,Eliquis,Travel and Lodging,1028.79,2019
5949,NPI8768363770,Pfizer,Xeljanz,Food and Beverage,13.37,2019
5950,NPI8768363770,AstraZeneca,Brilinta,Speaker Fee,4472.76,2021
5951,NPI8768363770,Pfizer,Lyrica,Consulting Fee,489.32,2021
5952,NPI8768363770,Pfizer,Xeljanz,Travel and Lodging,166.71,2022
5953,NPI8768363770,AstraZeneca,Symbicort,Food and Beverage,31.2,2022
5954,NPI8768363770,AstraZeneca,Brilinta,Food and Beverage,20.55,2022
5955,NPI1503467865,Eli Lilly,Verzenio,Food and Beverage,36.77,2022
5956,NPI1503467865,Eli Lilly,Taltz,Education,1980.0,2019
5957,NPI4279459652,Eli Lilly,Trulicity,Food and Beverage,9.03,2022
5958,NPI4279459652,Eli Lilly,Verzenio,Food and Beverage,8.9,2023
5959,NPI4279459652,Bristol-Myers Squibb,Eliquis,Food and Beverage,9.91,2019
5960,NPI4279459652,Amgen,Otezla,Food and Beverage,14.64,2023
5961,NPI7182084298,Pfizer,Eliquis,Travel and Lodging,56.93,2020
5962,NPI4075338657,Novartis,Zolgensma,Research,19041.12,2020
5963,NPI4075338657,Novartis,Entresto,Food and Beverage,7.49,2023
5964,NPI4075338657,Novartis,Cosentyx,Food and Beverage,3.8,2023
